測站,日期,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Unnamed: 27
新莊,2023/02/16 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,#,#,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/16 00:00:00,WIND_DIREC,79,77,57,73,69,73,62,71,59,55,57,70,67,#,67,56,58,52,63,58,70,61,62,69,
新莊,2023/02/16 00:00:00,WIND_SPEED,4.2,3.6,4.9,3.1,2.5,3.6,4.6,4.9,6.5,7.5,5.7,4.7,4.6,#,6.9,6.9,5.9,6,5.3,4.1,3.8,3.7,3.2,3.5,
新莊,2023/02/17 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/17 00:00:00,WIND_DIREC,67,57,27,83,113,144,103,233,248,249,12,348,232,263,0,14,12,18,32,2,16,25,16,240,
新莊,2023/02/17 00:00:00,WIND_SPEED,3.1,2.4,2.1,1,0.2,0.6,0.2,0.2,0.7,1,2,2.2,2.4,1.7,2.2,3.5,2.8,2.2,1.9,1.3,1.3,1.6,1.5,0.2,
新莊,2023/02/18 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/18 00:00:00,WIND_DIREC,175,155,193,174,84,3,302,80,2,18,38,0,64,34,50,23,29,8,19,14,26,29,21,25,
新莊,2023/02/18 00:00:00,WIND_SPEED,0.5,0.8,0.3,0.2,0.2,0.2,0.2,0.2,1.2,0.8,0.6,1.6,0.8,2.6,1.9,3.1,1.8,2,1.4,2,2.5,1.6,1.5,0.2,
新莊,2023/02/19 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/19 00:00:00,WIND_DIREC,123,140,27,14,102,222,250,27,50,278,63,55,49,71,67,90,73,89,93,94,96,92,86,89,
新莊,2023/02/19 00:00:00,WIND_SPEED,0.2,0.2,0.2,2.8,0.2,0.2,0.2,0.9,1.7,0.6,2.1,6.6,5.4,5.3,5.7,5.3,4.6,4.4,4.4,3.3,3.6,4.1,3.7,3.8,
